ladcd,ladnm,group,cluster_id,tribe_label,size,n_respondents,age,health,sex_dv,sex_dv_pct,jbstat,jbstat_pct,racel_dv,racel_dv_pct,hiqual_dv,hiqual_dv_pct,hiqual_dv_2,hiqual_dv_2_pct,marstat_dv,marstat_dv_pct,tenure_dv,tenure_dv_pct,hhtype_dv,hhtype_dv_pct,hhtype_dv_2,hhtype_dv_2_pct,tenure_dv_2,tenure_dv_2_pct,marstat_dv_2,marstat_dv_2_pct,racel_dv_2,racel_dv_2_pct,tribe_description
E09000030,Tower Hamlets,Inactive,1,Cluster 1,5088,178,60.4,4.4,Female,61,Inactive,100,White: British/English/Scottish/Welsh/N. Irish,85,No qualification,100,,,Never married,37,Local authority rent,41,"1 adult under pensionable age, no children",23,"3 or more adults, no children, incl. at least one couple",13.0,Housing association rented,22.0,Married/Civil partner,28.0,,,
E09000030,Tower Hamlets,Inactive,2,Cluster 2,2293,164,46.3,2.8,Female,57,Inactive,100,White: British/English/Scottish/Welsh/N. Irish,70,Degree,30,GCSE etc,27.0,Never married,46,Owned outright,34,"3 or more adults, no children, incl. at least one couple",15,"3 or more adults, 1–2 children, incl. at least one couple",13.0,Owned with mortgage,33.0,Married/Civil partner,37.0,,,
E09000030,Tower Hamlets,Inactive,3,Cluster 3,3357,227,53.1,4.4,Female,60,Inactive,100,White: British/English/Scottish/Welsh/N. Irish,78,GCSE etc,33,A-level etc,26.0,Never married,42,Local authority rent,26,"3 or more adults, no children, incl. at least one couple",29,"2 adults, not a couple, both under pensionable age, no children",16.0,Housing association rented,22.0,Married/Civil partner,28.0,,,
E09000030,Tower Hamlets,Inactive,4,Cluster 4,147,10,54.8,4.4,Female,60,Inactive,100,Other ethnic group,100,GCSE etc,30,Other higher degree,20.0,Never married,50,Housing association rented,60,"1 adult under pensionable age, no children",40,"1 female, age 60+, no children",20.0,,,,,,,
E09000030,Tower Hamlets,Inactive,5,Cluster 5,2855,393,57.7,4.5,Female,60,Inactive,100,White: British/English/Scottish/Welsh/N. Irish,85,GCSE etc,33,A-level etc,25.0,Married/Civil partner,35,Local authority rent,29,"1 adult under pensionable age, no children",36,"Couple both under pensionable age, no children",19.0,Housing association rented,25.0,Never married,27.0,,,
E09000030,Tower Hamlets,On leave,1,Cluster 1,2685,112,45.2,3.3,Female,91,On leave,100,White: British/English/Scottish/Welsh/N. Irish,73,GCSE etc,36,A-level etc,21.0,Never married,71,Local authority rent,36,"1 adult, 2 or more children",41,"2 adults, not a couple, 1 or more children",12.0,Housing association rented,23.0,,,,,
E09000030,Tower Hamlets,On leave,2,Cluster 2,5052,694,49.9,2.7,Female,94,On leave,100,White: British/English/Scottish/Welsh/N. Irish,65,Degree,30,GCSE etc,26.0,Married/Civil partner,83,Owned with mortgage,48,Couple with 2 children,25,Couple with 3 or more children,16.0,Owned outright,25.0,,,,,
E09000030,Tower Hamlets,On leave,3,Cluster 3,3245,103,57.2,3.3,Female,95,On leave,100,White: British/English/Scottish/Welsh/N. Irish,33,No qualification,100,,,Married/Civil partner,81,Owned outright,32,"3 or more adults, 1–2 children, incl. at least one couple",22,"3 or more adults, no children, incl. at least one couple",18.0,Owned with mortgage,24.0,,,Asian: Pakistani,31.0,
E09000030,Tower Hamlets,On leave,4,Cluster 4,2258,106,44.8,2.8,Female,97,On leave,100,White: British/English/Scottish/Welsh/N. Irish,58,A-level etc,31,GCSE etc,27.0,Married/Civil partner,74,Rented private unfurnished,65,Couple with 3 or more children,25,Couple with 1 child,24.0,,,,,,,
E09000030,Tower Hamlets,On leave,5,Cluster 5,54,8,45.8,3.0,Female,100,On leave,100,Other ethnic group,100,Degree,25,Other higher degree,25.0,Married/Civil partner,88,Owned with mortgage,88,Couple with 3 or more children,38,"Couple both under pensionable age, no children",25.0,,,,,,,
E09000030,Tower Hamlets,Retired,1,Cluster 1,1821,558,75.3,3.1,Male,52,Retired,100,White: British/English/Scottish/Welsh/N. Irish,75,Degree,29,GCSE etc,20.0,Married/Civil partner,63,Owned outright,73,"3 or more adults, no children, incl. at least one couple",55,,,,,,,,,
E09000030,Tower Hamlets,Retired,2,Cluster 2,2692,216,82.2,3.6,Female,70,Retired,100,White: British/English/Scottish/Welsh/N. Irish,79,No qualification,98,,,Widowed/surviving civil partner,41,Owned outright,53,"3 or more adults, no children, incl. at least one couple",42,"2 adults, not a couple, one or more over pensionable age, no children",34.0,,,Married/Civil partner,39.0,,,
E09000030,Tower Hamlets,Retired,3,Cluster 3,5145,2929,78.6,2.8,Male,51,Retired,100,White: British/English/Scottish/Welsh/N. Irish,95,Degree,30,GCSE etc,19.0,Married/Civil partner,66,Owned outright,92,"Couple 1 or more over pensionable age, no children",64,,,,,,,,,
E09000030,Tower Hamlets,Retired,4,Cluster 4,6157,1039,83.6,3.4,Female,63,Retired,100,White: British/English/Scottish/Welsh/N. Irish,93,No qualification,99,,,Married/Civil partner,48,Owned outright,67,"Couple 1 or more over pensionable age, no children",51,,,,,Widowed/surviving civil partner,30.0,,,
E09000030,Tower Hamlets,Retired,5,Cluster 5,2160,523,80.0,3.5,Female,57,Retired,100,White: British/English/Scottish/Welsh/N. Irish,85,Other qualification,28,GCSE etc,28.0,Married/Civil partner,34,Housing association rented,32,"1 female, age 60+, no children",37,"Couple 1 or more over pensionable age, no children",33.0,Rented private unfurnished,29.0,Divorced/dissolved civil partner,25.0,,,
E09000030,Tower Hamlets,Student / training,1,Cluster 1,1948,87,26.4,2.1,Female,57,Student / training,100,White: British/English/Scottish/Welsh/N. Irish,47,A-level etc,51,,,Never married,98,Rented private unfurnished,49,"3 or more adults, 1–2 children, incl. at least one couple",30,"3 or more adults, no children, incl. at least one couple",23.0,Rented from employer,23.0,,,Asian: Pakistani,13.0,
E09000030,Tower Hamlets,Student / training,2,Cluster 2,4697,507,26.5,2.1,Male,100,Student / training,100,White: British/English/Scottish/Welsh/N. Irish,66,A-level etc,48,GCSE etc,38.0,Never married,97,Owned with mortgage,58,"3 or more adults, 1–2 children, incl. at least one couple",30,"3 or more adults, no children, incl. at least one couple",18.0,,,,,,,
E09000030,Tower Hamlets,Student / training,3,Cluster 3,2605,120,31.1,2.6,Female,53,Student / training,100,White: British/English/Scottish/Welsh/N. Irish,72,A-level etc,40,Degree,29.0,Never married,78,Rented private furnished,45,"1 adult under pensionable age, no children",47,"Couple both under pensionable age, no children",14.0,Rented private unfurnished,38.0,,,,,
E09000030,Tower Hamlets,Student / training,4,Cluster 4,4714,675,27.3,2.4,Female,100,Student / training,100,White: British/English/Scottish/Welsh/N. Irish,61,A-level etc,48,GCSE etc,34.0,Never married,93,Owned with mortgage,54,"3 or more adults, 1–2 children, incl. at least one couple",32,"3 or more adults, no children, incl. at least one couple",20.0,,,,,,,
E09000030,Tower Hamlets,Student / training,5,Cluster 5,3138,95,24.9,2.2,Male,55,Student / training,100,White: British/English/Scottish/Welsh/N. Irish,62,No qualification,100,,,Never married,96,Owned with mortgage,43,"3 or more adults, 1–2 children, incl. at least one couple",21,Couple with 3 or more children,19.0,Owned outright,19.0,,,,,
E09000030,Tower Hamlets,Unemployed,1,Cluster 1,2798,205,47.3,3.1,Female,57,Unemployed,100,White: British/English/Scottish/Welsh/N. Irish,72,GCSE etc,32,A-level etc,25.0,Never married,75,Local authority rent,27,"1 adult under pensionable age, no children",61,,,Housing association rented,20.0,,,,,
E09000030,Tower Hamlets,Unemployed,2,Cluster 2,3095,212,35.1,3.3,Male,67,Unemployed,100,White: British/English/Scottish/Welsh/N. Irish,84,GCSE etc,38,A-level etc,28.0,Never married,93,Owned with mortgage,31,"3 or more adults, no children, incl. at least one couple",24,"3 or more adults, 1–2 children, incl. at least one couple",21.0,Owned outright,25.0,,,,,
E09000030,Tower Hamlets,Unemployed,3,Cluster 3,3025,139,33.9,2.1,Male,55,Unemployed,100,White: British/English/Scottish/Welsh/N. Irish,21,Degree,32,A-level etc,30.0,Never married,93,Owned with mortgage,35,"3 or more adults, no children, incl. at least one couple",29,"3 or more adults, 1–2 children, incl. at least one couple",22.0,Owned outright,21.0,,,Asian: Pakistani,20.0,
E09000030,Tower Hamlets,Unemployed,4,Cluster 4,4021,106,54.3,3.2,Female,55,Unemployed,100,White: British/English/Scottish/Welsh/N. Irish,66,No qualification,98,,,Never married,39,Local authority rent,34,"3 or more adults, no children, incl. at least one couple",17,"3 or more adults, 1–2 children, incl. at least one couple",15.0,Owned with mortgage,26.0,Married/Civil partner,31.0,,,
E09000030,Tower Hamlets,Unemployed,5,Cluster 5,3049,330,51.9,3.1,Female,51,Unemployed,100,White: British/English/Scottish/Welsh/N. Irish,52,GCSE etc,27,Degree,27.0,Married/Civil partner,77,Owned with mortgage,39,"Couple both under pensionable age, no children",20,Couple with 2 children,16.0,Owned outright,17.0,,,,,
