ladcd,ladnm,group,cluster_id,tribe_label,size,n_respondents,age,health,sex_dv,sex_dv_pct,jbstat,jbstat_pct,racel_dv,racel_dv_pct,hiqual_dv,hiqual_dv_pct,marstat_dv,marstat_dv_pct,tenure_dv,tenure_dv_pct,tenure_dv_2,tenure_dv_2_pct,hhtype_dv,hhtype_dv_pct,hhtype_dv_2,hhtype_dv_2_pct,marstat_dv_2,marstat_dv_2_pct,hiqual_dv_2,hiqual_dv_2_pct,tribe_description,racel_dv_2,racel_dv_2_pct
E09000030,Tower Hamlets,Inactive,3,Young Adults on Family Leave or Career Break,803,12,26.6,2.4,Male,67,Inactive,100,Asian: Pakistani,58,A-level etc,25,Never married,100,Local authority rent,33,Rented private unfurnished,33.0,"3 or more adults, 1–2 children, incl. at least one couple",33,Couple with 3 or more children,17.0,,,GCSE etc,25.0,"This cluster includes younger adults, often in excellent or good health, who are inactive due to family care, maternity, or other temporary reasons, frequently living as single parents or in multi-adult households.",,
E09000030,Tower Hamlets,On leave,1,Young Family Carers,3200,55,38.9,2.7,Female,100,On leave,100,White: British/English/Scottish/Welsh/N. Irish,27,A-level etc,29,Married/Civil partner,55,Local authority rent,42,Housing association rented,20.0,"1 adult, 2 or more children",27,Couple with 2 children,16.0,,,No qualification,20.0,"This cluster consists of younger adults, mostly in their 20s to early 40s, who are on maternity/parental leave or caring for young children. They are typically single parents or part of couples with children, often living in rented accommodation.",Asian: Bangladeshi,24.0
E09000030,Tower Hamlets,On leave,2,Established Family Carers,2436,39,48.4,2.8,Female,87,On leave,100,Asian: Bangladeshi,51,No qualification,62,Married/Civil partner,74,Housing association rented,36,Local authority rent,23.0,"3 or more adults, 1–2 children, incl. at least one couple",31,"1 adult, 2 or more children",15.0,,,,,"This group comprises middle-aged to older adults, generally from their 40s to 70s, who are primarily engaged in family care within established households. They are often married and live in multi-generational settings or with older children, frequently in social housing.",,
E09000030,Tower Hamlets,On leave,3,Older Solo & Vulnerable Carers,424,6,61.7,3.3,Female,83,On leave,100,White: British/English/Scottish/Welsh/N. Irish,50,No qualification,50,Widowed/surviving civil partner,33,Local authority rent,67,,,"3 or more adults, no children, excl. any couples",50,,,Never married,33.0,,,"This cluster represents older adults, typically aged 55 and above, who are often single, widowed, divorced, or separated. They tend to live alone or in multi-adult households without young children, and some may experience fair to poor health.",,
E09000030,Tower Hamlets,Retired,1,Elderly Solo Social Renters,1054,44,81.4,3.4,Male,61,Retired,100,White: British/English/Scottish/Welsh/N. Irish,70,No qualification,84,Never married,43,Local authority rent,55,,,"1 male, aged 65+, no children",48,"1 female, age 60+, no children",30.0,Widowed/surviving civil partner,36.0,,,"This cluster comprises very elderly individuals, predominantly living alone in council or housing association properties, often widowed or single, and frequently reporting fair to poor health.",,
E09000030,Tower Hamlets,Retired,2,Multi-Generational & Diverse Households,2002,41,79.8,3.8,Female,63,Retired,100,White: British/English/Scottish/Welsh/N. Irish,44,No qualification,76,Widowed/surviving civil partner,51,Local authority rent,34,Owned outright,20.0,"3 or more adults, no children, excl. any couples",51,,,,,,,"This group consists of older retirees living in multi-adult households, often with partners or extended family, and includes a higher proportion of non-White British ethnicities, with varied housing tenures.",Asian: Pakistani,20.0
E09000030,Tower Hamlets,Retired,3,Younger & Independent Retirees,380,15,73.8,4.0,Male,73,Retired,100,White: British/English/Scottish/Welsh/N. Irish,73,No qualification,93,Widowed/surviving civil partner,40,Local authority rent,53,,,"1 male, aged 65+, no children",47,"1 adult under pensionable age, no children",20.0,Divorced/dissolved civil partner,27.0,,,"This cluster includes younger retirees, typically under 75, who are more likely to be homeowners or private renters, often have higher educational qualifications, and exhibit more diverse household structures like single parents or couples without children.",,
E09000030,Tower Hamlets,Student / training,1,"Young, Independent Learners",3382,46,28.2,2.1,Male,67,Student / training,100,White: British/English/Scottish/Welsh/N. Irish,41,Degree,33,Never married,100,Rented private furnished,28,Owned with mortgage,17.0,"3 or more adults, no children, excl. any couples",48,"1 adult under pensionable age, no children",24.0,,,A-level etc,33.0,"This cluster consists primarily of younger students, mostly in their 20s and early 30s, who are single and typically live in shared accommodation with other adults or as solo adults in rented properties. They represent a diverse group pursuing various educational paths.",Asian: Pakistani,17.0
E09000030,Tower Hamlets,Student / training,2,Students with Family & Established Lives,3121,54,27.4,2.3,Male,70,Student / training,100,White: British/English/Scottish/Welsh/N. Irish,26,No qualification,48,Never married,91,Local authority rent,35,Rented private unfurnished,20.0,Couple with 3 or more children,31,"1 adult, 2 or more children",30.0,,,GCSE etc,26.0,"This cluster includes students of a wider age range, from their mid-20s to 60s, who have family responsibilities. They are often single parents or part of couples with children, residing in social housing or owning their homes, indicating more established life circumstances.",Asian: Pakistani,20.0
E09000030,Tower Hamlets,Unemployed,1,Young Multi-Adult Social Renters,3344,27,32.9,3.1,Male,56,Unemployed,100,White: British/English/Scottish/Welsh/N. Irish,44,A-level etc,37,Never married,96,Housing association rented,30,Local authority rent,26.0,"3 or more adults, no children, excl. any couples",85,,,,,GCSE etc,22.0,"This group consists of younger, single individuals, often from Asian Bangladeshi or other Asian backgrounds, living in larger multi-adult households without a core couple, typically in social rented accommodation with lower educational qualifications.",Mixed: White and Black Caribbean,11.0
E09000030,Tower Hamlets,Unemployed,2,Older Diverse Households,2573,32,54.0,3.4,Male,59,Unemployed,100,White: British/English/Scottish/Welsh/N. Irish,34,No qualification,47,Never married,53,Local authority rent,38,Housing association rented,19.0,"3 or more adults, no children, excl. any couples",38,"1 adult under pensionable age, no children",19.0,,,A-level etc,16.0,"This cluster comprises older individuals, often divorced, widowed, or single, living in varied household types including solo adults or smaller multi-adult groups. They represent a more ethnically diverse mix with mixed tenure and often report fair to poor health.",Asian: Bangladeshi,22.0
E09000030,Tower Hamlets,Unemployed,3,Middle-Aged Socially Rented Families,2336,41,44.7,2.6,Male,54,Unemployed,100,Asian: Bangladeshi,37,No qualification,32,Never married,41,Local authority rent,56,,,"1 adult, 1 child",20,Couple with 2 children,12.0,Married/Civil partner,37.0,GCSE etc,22.0,"This group is characterized by middle-aged adults, including single parents or couples with children, living in family households. They are ethnically diverse and predominantly reside in social rented housing.",White: British/English/Scottish/Welsh/N. Irish,27.0
