ladcd,ladnm,group,cluster_id,tribe_label,size,n_respondents,age,health,sex_dv,sex_dv_pct,jbstat,jbstat_pct,racel_dv,racel_dv_pct,hiqual_dv,hiqual_dv_pct,hiqual_dv_2,hiqual_dv_2_pct,marstat_dv,marstat_dv_pct,marstat_dv_2,marstat_dv_2_pct,tenure_dv,tenure_dv_pct,hhtype_dv,hhtype_dv_pct,hhtype_dv_2,hhtype_dv_2_pct,racel_dv_2,racel_dv_2_pct,tenure_dv_2,tenure_dv_2_pct,tribe_description
E09000019,Islington,Unemployed,3,Black Social Renters,2618,116,45.7,3.0,Female,51,Unemployed,100,Black: Caribbean,35,GCSE etc,29,A-level etc,28.0,Never married,58,,,Local authority rent,28,"1 adult under pensionable age, no children",19,"3 or more adults, 1–2 children, incl. at least one couple",14.0,Black: African,33.0,Housing association rented,27.0,"This cluster primarily comprises middle-aged Black individuals, split between Caribbean and African backgrounds, with a notable majority never married. They are predominantly social renters, living in a mix of single-adult and larger family households."
E09000019,Islington,Unemployed,4,Unemployed Arab Men,696,15,45.0,2.7,Male,60,Unemployed,100,Arab,100,Degree,33,A-level etc,27.0,Never married,47,Married/Civil partner,40.0,Owned with mortgage,33,"1 adult under pensionable age, no children",20,"3 or more adults, 1–2 children, incl. at least one couple",20.0,,,Housing association rented,27.0,"This is the smallest cluster, uniquely defined by its entirely Arab population, predominantly male and middle-aged. They show a mix of marital statuses and housing tenures, with a notable proportion holding degrees."
E09000019,Islington,Unemployed,5,Young White Multi-Adult Households,4629,325,31.0,2.8,Male,56,Unemployed,100,White: British/English/Scottish/Welsh/N. Irish,98,GCSE etc,34,A-level etc,27.0,Never married,81,,,Owned with mortgage,36,"3 or more adults, no children, incl. at least one couple",22,"3 or more adults, 1–2 children, incl. at least one couple",18.0,,,Local authority rent,18.0,"This is the largest and youngest cluster, consisting almost entirely of White British individuals, predominantly male and never married. They often reside in larger multi-adult households, some with children, and show a mix of homeownership and social renting."
E09000025,Newham,Employed,1,Young Bangladeshi Large Families,10118,244,43.7,2.7,Male,55,Employed,100,Asian: Bangladeshi,100,Degree,42,A-level etc,26.0,Married/Civil partner,64,,,Owned with mortgage,31,"3 or more adults, 1–2 children, incl. at least one couple",32,Couple with 3 or more children,15.0,,,Local authority rent,19.0,"This cluster is exclusively Bangladeshi, with a younger average age. They are highly educated, mostly married, and live in large households often with multiple adults and children, with a mix of mortgage ownership and local authority renting."
E09000025,Newham,Employed,2,Established White British Homeowners,47535,10135,51.3,2.5,Male,51,Employed,100,White: British/English/Scottish/Welsh/N. Irish,96,Degree,36,A-level etc,24.0,Married/Civil partner,56,,,Owned with mortgage,54,"Couple both under pensionable age, no children",17,Couple with 2 children,17.0,,,,,"This is the largest and oldest cluster, predominantly White British, and enjoys very good health. They are mostly married couples, often with two children or no children, and have the highest rate of mortgage ownership among the groups."
E09000025,Newham,Employed,3,Educated Indian Homeowners,26921,980,49.2,2.6,Male,52,Employed,100,Asian: Indian,67,Degree,56,,,Married/Civil partner,68,,,Owned with mortgage,57,"3 or more adults, no children, incl. at least one couple",22,Couple with 2 children,18.0,,,,,"This cluster is largely Indian, characterized by the highest proportion of degree holders and married individuals. They tend to own their homes with a mortgage and often live in multi-adult households, sometimes with children."
E09000025,Newham,Employed,4,Black Female Professionals,30313,948,50.5,2.6,Female,61,Employed,100,Black: African,33,Degree,45,A-level etc,19.0,Married/Civil partner,42,Never married,38.0,Owned with mortgage,38,"1 adult under pensionable age, no children",14,"3 or more adults, no children, incl. at least one couple",12.0,Black: Caribbean,30.0,Local authority rent,18.0,"This cluster is predominantly female and comprises a significant Black African and Caribbean population. They are highly educated, with a notable proportion of single adults, and live in a mix of mortgaged and local authority rented homes."
E09000025,Newham,Employed,5,Pakistani Homeowning Families,16571,442,45.0,2.6,Male,62,Employed,100,Asian: Pakistani,100,Degree,39,A-level etc,23.0,Married/Civil partner,69,,,Owned with mortgage,45,"3 or more adults, 1–2 children, incl. at least one couple",27,"3 or more adults, no children, incl. at least one couple",18.0,,,Owned outright,33.0,"This cluster is exclusively Pakistani, with a high proportion of males and married individuals. They demonstrate strong home ownership, both with mortgages and outright, and typically live in multi-adult households often including children."
E09000025,Newham,Inactive,1,Young White British Singles,2551,154,35.2,3.6,Male,53,Inactive,100,White: British/English/Scottish/Welsh/N. Irish,99,GCSE etc,33,A-level etc,30.0,Never married,68,,,Owned with mortgage,25,"3 or more adults, no children, incl. at least one couple",15,Couple with 2 children,13.0,,,Local authority rent,21.0,"This cluster consists predominantly of young, single White British individuals, many of whom have mid-level qualifications. They live in a mix of mortgaged and local authority rented accommodation."
E09000025,Newham,Inactive,2,Black Female Social Renters,2844,86,52.4,4.2,Female,63,Inactive,100,Black: Caribbean,29,GCSE etc,24,A-level etc,19.0,Never married,64,,,Housing association rented,34,"1 adult under pensionable age, no children",37,"3 or more adults, 1–2 children, incl. at least one couple",10.0,Black: African,19.0,Local authority rent,27.0,"This cluster is characterized by middle-aged Black women, primarily of Caribbean and African heritage, who are mostly single. A significant proportion live alone and rent from housing associations or local authorities."
E09000025,Newham,Inactive,3,Young Bangladeshi Male Homeowners,2244,34,39.5,3.1,Male,74,Inactive,100,Asian: Bangladeshi,50,GCSE etc,26,Degree,24.0,Never married,56,,,Owned with mortgage,32,"3 or more adults, 1–2 children, incl. at least one couple",32,"3 or more adults, no children, incl. at least one couple",18.0,,,Owned outright,24.0,"This cluster is predominantly composed of younger Bangladeshi men, many of whom are single and in good health. They are largely homeowners, often living in larger households with multiple adults and sometimes children."
E09000025,Newham,Inactive,4,Older White British Social Renters,3733,581,61.8,4.4,Female,62,Inactive,100,White: British/English/Scottish/Welsh/N. Irish,98,No qualification,24,GCSE etc,23.0,Married/Civil partner,36,Never married,25.0,Local authority rent,30,"1 adult under pensionable age, no children",24,"Couple both under pensionable age, no children",12.0,,,Housing association rented,23.0,"This is the largest cluster, consisting mainly of older White British women with lower educational qualifications. They primarily live in social rented accommodation, with many single-adult households."
E09000025,Newham,Inactive,5,Older South Asian Homeowners,2978,60,58.3,4.2,Female,65,Inactive,100,Asian: Pakistani,48,GCSE etc,32,No qualification,22.0,Married/Civil partner,53,,,Owned with mortgage,32,"3 or more adults, no children, incl. at least one couple",27,"1 adult under pensionable age, no children",8.0,Asian: Indian,38.0,Owned outright,28.0,"This cluster is largely composed of older South Asian women, primarily of Pakistani and Indian heritage, who are mostly married. They are predominantly homeowners, often residing in multi-adult households."
E09000025,Newham,On leave,1,Pakistani Homeowning Large Families,6969,206,49.2,2.9,Female,100,On leave,100,Asian: Pakistani,63,GCSE etc,25,No qualification,19.0,Married/Civil partner,93,,,Owned with mortgage,40,Couple with 3 or more children,22,"3 or more adults, 1–2 children, incl. at least one couple",20.0,,,Owned outright,34.0,"This large cluster consists entirely of women, predominantly of Pakistani origin, who are mostly married homeowners. They tend to have lower qualifications and live in large, often multi-generational households with three or more children."
E09000025,Newham,On leave,2,Older White British Homeowners,3871,629,49.9,2.8,Female,91,On leave,100,White: British/English/Scottish/Welsh/N. Irish,94,Degree,28,GCSE etc,25.0,Married/Civil partner,65,,,Owned with mortgage,40,Couple with 2 children,22,Couple with 1 child,18.0,,,Owned outright,18.0,"This group is mainly older White British women, often married, with a good level of education. They are primarily homeowners, living in couples with one or two children."
E09000025,Newham,On leave,3,Mixed Caribbean Renters,1200,40,45.9,3.0,Female,95,On leave,100,Mixed: White and Black Caribbean,25,Degree,28,GCSE etc,25.0,Married/Civil partner,55,,,Owned with mortgage,35,Couple with 3 or more children,25,"1 adult, 2 or more children",15.0,Black: Caribbean,22.0,Housing association rented,30.0,"This smaller cluster comprises women of Mixed White and Black Caribbean or Black Caribbean ethnicity, with a lower marriage rate. They live in a mix of owned and housing association rented homes, often in large families including single-parent households."
E09000025,Newham,On leave,4,Bangladeshi Multi-Generational Renters,3805,88,48.0,3.0,Female,97,On leave,100,Asian: Bangladeshi,100,No qualification,28,A-level etc,22.0,Married/Civil partner,94,,,Local authority rent,27,"3 or more adults, 1–2 children, incl. at least one couple",26,Couple with 3 or more children,22.0,,,Owned with mortgage,24.0,"This cluster is exclusively Bangladeshi women, almost all married, with the lowest qualification levels. They primarily live in large, multi-generational households, often renting from the local authority."
E09000025,Newham,On leave,5,Highly Educated African Renters,1524,27,46.0,2.6,Female,93,On leave,100,Black: African,89,Other higher degree,30,Degree,26.0,Married/Civil partner,56,,,Local authority rent,33,"1 adult, 2 or more children",19,"3 or more adults, 1–2 children, incl. at least one couple",19.0,,,Owned with mortgage,19.0,"This group consists mainly of Black African women with the highest educational attainment, often holding advanced degrees. They have a lower marriage rate and frequently live in local authority rented accommodation, in households that can be single-parent or multi-generational."
E09000025,Newham,Retired,1,Indian Married Homeowners,3266,201,77.3,3.3,Female,52,Retired,100,Asian: Indian,70,Degree,30,No qualification,19.0,Married/Civil partner,76,,,Owned outright,69,"Couple 1 or more over pensionable age, no children",43,"3 or more adults, no children, incl. at least one couple",22.0,,,,,"This cluster consists primarily of older Indian individuals, mostly married and owning their homes outright. They generally report good health and often live in households with other adults, sometimes multi-generational."
E09000025,Newham,Retired,2,Older White British Widows,7530,2485,80.5,3.0,Female,100,Retired,100,White: British/English/Scottish/Welsh/N. Irish,97,No qualification,30,GCSE etc,18.0,Married/Civil partner,49,Widowed/surviving civil partner,29.0,Owned outright,75,"Couple 1 or more over pensionable age, no children",44,"1 female, age 60+, no children",41.0,,,,,"This is the largest and oldest cluster, comprising almost exclusively White British women, many of whom are widowed. They are predominantly homeowners, often living alone or as couples, and report good health despite their advanced age."
E09000025,Newham,Retired,3,Black Caribbean Social Renters,3135,143,79.9,3.4,Female,62,Retired,100,Black: Caribbean,55,Other qualification,21,Degree,19.0,Married/Civil partner,36,Divorced/dissolved civil partner,22.0,Owned outright,48,"1 female, age 60+, no children",30,"Couple 1 or more over pensionable age, no children",24.0,,,Housing association rented,20.0,"This cluster is characterized by a majority of older Black Caribbean individuals, with a notable proportion being divorced. Homeownership is lower than other clusters, with a significant number renting from housing associations, and many live alone as single females."
E09000025,Newham,Retired,4,White British Married Men,5911,2119,79.8,3.0,Male,100,Retired,100,White: British/English/Scottish/Welsh/N. Irish,98,Degree,22,A-level etc,21.0,Married/Civil partner,67,,,Owned outright,77,"Couple 1 or more over pensionable age, no children",58,,,,,,,"This cluster is unique for being composed almost entirely of White British males, predominantly married and owning their homes outright. They tend to have higher educational attainment and live primarily in couple households."
E09000025,Newham,Retired,5,Pakistani Retired with Fair Health,3319,76,78.2,3.9,Female,54,Retired,100,Asian: Pakistani,71,No qualification,47,Degree,17.0,Married/Civil partner,59,,,Owned outright,54,"Couple 1 or more over pensionable age, no children",24,"3 or more adults, no children, incl. at least one couple",20.0,,,,,"This cluster is mainly comprised of older Pakistani individuals, who report the lowest average health status among the retired groups. They have the highest proportion with no formal qualifications and often live in multi-adult households, with moderate homeownership."
E09000025,Newham,Student / training,1,Young South Asian Homeowners,5175,211,26.1,2.2,Female,55,Student / training,100,Asian: Indian,45,A-level etc,41,GCSE etc,39.0,Never married,96,,,Owned with mortgage,42,"3 or more adults, 1–2 children, incl. at least one couple",38,"3 or more adults, no children, incl. at least one couple",14.0,Asian: Bangladeshi,32.0,Owned outright,27.0,"This cluster comprises young, predominantly Indian and Bangladeshi individuals in student/training roles. They are largely never married and live in large multi-adult households, often with children, where home ownership (mortgaged or outright) is common, suggesting they reside with their home-owning families."
E09000025,Newham,Student / training,2,Young White British Homeowners,6303,894,27.3,2.3,Female,54,Student / training,100,White: British/English/Scottish/Welsh/N. Irish,96,A-level etc,44,GCSE etc,32.0,Never married,92,,,Owned with mortgage,51,"3 or more adults, 1–2 children, incl. at least one couple",27,"3 or more adults, no children, incl. at least one couple",16.0,,,,,"This is the largest cluster, characterized by young, predominantly White British individuals. They are mostly never married, live in multi-adult households, and frequently reside in homes owned with a mortgage, indicating a family-oriented living situation."
E09000025,Newham,Student / training,3,Young Pakistani Family Homeowners,4886,137,26.1,2.3,Female,55,Student / training,100,Asian: Pakistani,100,A-level etc,45,GCSE etc,33.0,Never married,98,,,Owned with mortgage,44,"3 or more adults, 1–2 children, incl. at least one couple",34,Couple with 3 or more children,17.0,,,Owned outright,36.0,"This cluster is uniquely composed of young, exclusively Pakistani individuals, almost all of whom are never married. They predominantly live in large multi-adult households, often with children, and reside in homes owned either with a mortgage or outright."
E09000025,Newham,Student / training,4,Young Black Caribbean Mixed Tenure,2685,87,27.2,2.4,Female,75,Student / training,100,Black: Caribbean,40,A-level etc,46,GCSE etc,32.0,Never married,100,,,Owned with mortgage,49,"3 or more adults, 1–2 children, incl. at least one couple",31,Couple with 3 or more children,9.0,Mixed: White and Black Caribbean,23.0,Local authority rent,20.0,"This small cluster consists predominantly of young, never-married Black Caribbean and Mixed White and Black Caribbean women. They live in multi-adult households and show a notable mix of housing tenure, including both mortgaged homes and local authority rented properties."
E09000025,Newham,Student / training,5,Young Black African Social Renters,5097,82,29.7,2.2,Female,57,Student / training,100,Black: African,76,A-level etc,44,GCSE etc,32.0,Never married,93,,,Local authority rent,23,"3 or more adults, 1–2 children, incl. at least one couple",20,"1 adult, 2 or more children",12.0,,,Housing association rented,22.0,"This cluster is primarily composed of young Black African individuals, mostly never married, with a slightly older average age compared to other groups. A key characteristic is their high reliance on social housing, with significant proportions living in local authority or housing association rented properties, and some in single-parent households."
E09000025,Newham,Unemployed,1,Single White British Renters,4680,580,45.2,3.1,Male,56,Unemployed,100,White: British/English/Scottish/Welsh/N. Irish,96,GCSE etc,31,A-level etc,22.0,Never married,55,,,Owned with mortgage,29,"1 adult under pensionable age, no children",15,"3 or more adults, no children, incl. at least one couple",14.0,,,Local authority rent,21.0,"This cluster consists primarily of middle-aged, single White British men with moderate education. They are a mix of homeowners with mortgages and local authority renters, often living alone."
E09000025,Newham,Unemployed,2,Indian Homeowner Families,2581,86,48.1,2.9,Female,60,Unemployed,100,Asian: Indian,72,Degree,38,A-level etc,24.0,Married/Civil partner,55,,,Owned with mortgage,53,"3 or more adults, no children, incl. at least one couple",21,Couple with 2 children,15.0,,,,,"This cluster is largely composed of middle-aged Indian Asian women, often married and highly educated. They are predominantly homeowners with mortgages, frequently living in multi-generational or couple-with-children households."
E09000025,Newham,Unemployed,3,Single Black Social Renters,5496,134,46.1,3.0,Male,50,Unemployed,100,Black: Caribbean,31,GCSE etc,28,A-level etc,28.0,Never married,57,,,Housing association rented,28,"1 adult under pensionable age, no children",19,"3 or more adults, 1–2 children, incl. at least one couple",14.0,Black: African,29.0,Local authority rent,25.0,"This cluster comprises a significant proportion of middle-aged Black Caribbean and African individuals, many of whom are single. They primarily live in social housing, either alone or in multi-adult households with children."
E09000025,Newham,Unemployed,4,Pakistani Multi-Generational Homeowners,4325,78,43.6,2.9,Female,60,Unemployed,100,Asian: Pakistani,100,Degree,27,GCSE etc,24.0,Never married,49,Married/Civil partner,41.0,Owned with mortgage,36,"3 or more adults, 1–2 children, incl. at least one couple",19,"3 or more adults, no children, incl. at least one couple",17.0,,,Owned outright,28.0,"This cluster is exclusively Pakistani Asian, predominantly middle-aged women, characterized by high rates of homeownership. They frequently live in multi-generational households, often with children."
E09000025,Newham,Unemployed,5,Bangladeshi Social Renting Families,3454,69,46.1,3.1,Female,51,Unemployed,100,Asian: Bangladeshi,100,GCSE etc,30,A-level etc,20.0,Married/Civil partner,54,,,Local authority rent,46,"3 or more adults, 1–2 children, incl. at least one couple",35,"3 or more adults, no children, incl. at least one couple",13.0,,,Owned with mortgage,20.0,"This cluster is exclusively Bangladeshi Asian, primarily middle-aged and married individuals. They are overwhelmingly local authority renters, often living in multi-adult households with children."
E09000030,Tower Hamlets,Employed,1,White British Female Homeowners,29996,5691,50.1,2.5,Female,100,Employed,100,White: British/English/Scottish/Welsh/N. Irish,95,Degree,39,A-level etc,21.0,Married/Civil partner,50,,,Owned with mortgage,52,"Couple both under pensionable age, no children",18,Couple with 2 children,15.0,,,,,"This cluster consists exclusively of middle-aged White British women, many of whom are married and own their homes with a mortgage. They are generally well-educated and report very good health, often living in couples with or without children."
E09000030,Tower Hamlets,Employed,2,Educated South Asian Homeowners,26330,1417,47.6,2.6,Male,55,Employed,100,Asian: Indian,46,Degree,51,,,Married/Civil partner,68,,,Owned with mortgage,54,"3 or more adults, no children, incl. at least one couple",21,"3 or more adults, 1–2 children, incl. at least one couple",19.0,Asian: Pakistani,31.0,,,"This cluster is characterized by its predominantly South Asian (Indian and Pakistani) population, who are highly educated and often married homeowners. They frequently live in multi-generational households with multiple adults, sometimes including children."
E09000030,Tower Hamlets,Employed,3,Bangladeshi Large Families,7919,246,43.7,2.7,Male,55,Employed,100,Asian: Bangladeshi,100,Degree,42,A-level etc,26.0,Married/Civil partner,64,,,Owned with mortgage,32,"3 or more adults, 1–2 children, incl. at least one couple",32,Couple with 3 or more children,15.0,,,Local authority rent,19.0,"This cluster is uniquely composed entirely of Asian Bangladeshi individuals, typically younger middle-aged and forming large, often multi-generational families with children. While many are well-educated, homeownership is lower than other groups, with a significant proportion in local authority rented housing."
E09000030,Tower Hamlets,Employed,4,White British Male Homeowners,42101,5562,51.9,2.5,Male,100,Employed,100,White: British/English/Scottish/Welsh/N. Irish,96,Degree,35,A-level etc,25.0,Married/Civil partner,60,,,Owned with mortgage,56,"Couple both under pensionable age, no children",20,Couple with 2 children,17.0,,,,,"This is the largest cluster, consisting entirely of older middle-aged White British men, most of whom are married homeowners. They are well-educated, report very good health, and typically live in couples with or without children."
E09000030,Tower Hamlets,Employed,5,Black Mixed-Tenure Adults,13749,919,50.1,2.6,Female,60,Employed,100,Black: African,33,Degree,45,A-level etc,19.0,Married/Civil partner,41,Never married,39.0,Owned with mortgage,37,"1 adult under pensionable age, no children",14,"3 or more adults, no children, incl. at least one couple",11.0,Black: Caribbean,29.0,Local authority rent,19.0,"This cluster primarily comprises middle-aged Black individuals of African and Caribbean descent, with a notable proportion who have never married. They exhibit mixed housing tenure, with a significant share owning homes but also a substantial number in local authority rented accommodation, often living as single adults or in adult-only households."
E09000030,Tower Hamlets,Inactive,1,Diverse Older Single Renters,886,69,57.6,4.2,Female,65,Inactive,100,White: Other,25,Degree,23,A-level etc,19.0,Never married,52,,,Housing association rented,35,"1 adult under pensionable age, no children",41,"1 female, age 60+, no children",10.0,Black: Caribbean,25.0,Local authority rent,25.0,"This cluster consists predominantly of older, single women from diverse backgrounds, including White Other and Black Caribbean. Many live alone in social housing and have attained higher education levels compared to some other inactive groups."
E09000030,Tower Hamlets,Inactive,2,Older White British Social Renters,4867,564,63.0,4.4,Female,60,Inactive,100,White: British/English/Scottish/Welsh/N. Irish,99,No qualification,23,GCSE etc,23.0,Married/Civil partner,36,Never married,24.0,Local authority rent,30,"1 adult under pensionable age, no children",25,"Couple both under pensionable age, no children",15.0,,,Housing association rented,24.0,"This is the largest and oldest cluster, almost exclusively comprising White British individuals. Many have lower educational qualifications and reside in social rented housing, often living alone or as couples without children."
E09000030,Tower Hamlets,Inactive,3,South Asian Homeowner Families,3090,90,51.4,3.8,Female,51,Inactive,100,Asian: Pakistani,42,GCSE etc,29,No qualification,20.0,Married/Civil partner,44,Never married,28.0,Owned with mortgage,31,"3 or more adults, no children, incl. at least one couple",21,"3 or more adults, 1–2 children, incl. at least one couple",17.0,Asian: Indian,29.0,Owned outright,27.0,"This cluster is characterized by middle-aged South Asian individuals, primarily Pakistani and Indian, who are often homeowners. They tend to live in larger, multi-adult households, frequently including couples and sometimes children."
E09000030,Tower Hamlets,Inactive,4,Young White British Singles,4283,221,37.9,3.8,Female,62,Inactive,100,White: British/English/Scottish/Welsh/N. Irish,99,GCSE etc,33,A-level etc,31.0,Never married,58,,,Local authority rent,25,"3 or more adults, no children, incl. at least one couple",16,Couple with 2 children,11.0,,,Owned with mortgage,21.0,"This is the youngest cluster, almost entirely composed of White British individuals, with a high proportion who have never been married. They show a mix of housing tenures and household types, including larger adult households and couples with children."
E09000030,Tower Hamlets,Inactive,5,Mixed Caribbean Single Adults,614,28,41.0,3.9,Female,61,Inactive,100,Mixed: White and Black Caribbean,43,GCSE etc,43,No qualification,18.0,Never married,79,,,Local authority rent,29,"1 adult under pensionable age, no children",21,"3 or more adults, 1–2 children, incl. at least one couple",11.0,Black: Caribbean,29.0,Owned with mortgage,25.0,"This small, younger cluster is predominantly of Mixed White and Black Caribbean or Black Caribbean heritage, with a very high proportion of individuals who have never married. They exhibit a mix of social renting and homeownership, living in various household structures including single-adult homes."
E09000030,Tower Hamlets,On leave,1,Older White British Homeowners,5199,662,50.3,2.8,Female,92,On leave,100,White: British/English/Scottish/Welsh/N. Irish,95,Degree,28,GCSE etc,26.0,Married/Civil partner,66,,,Owned with mortgage,39,Couple with 2 children,22,Couple with 1 child,16.0,,,Owned outright,20.0,"This is the largest and oldest group, predominantly White British women. They are mostly married homeowners living in nuclear family households with one or two children."
E09000030,Tower Hamlets,On leave,2,Pakistani Multi-Generational Homeowners,2625,129,49.0,3.1,Female,100,On leave,100,Asian: Pakistani,100,GCSE etc,25,No qualification,25.0,Married/Civil partner,94,,,Owned with mortgage,40,Couple with 3 or more children,26,"3 or more adults, 1–2 children, incl. at least one couple",24.0,,,Owned outright,34.0,"This cluster consists entirely of married Pakistani women, many with lower qualifications. They are predominantly homeowners and live in large, often multi-generational households with three or more children."
E09000030,Tower Hamlets,On leave,3,Bangladeshi Social Renting Families,3120,88,48.0,3.0,Female,97,On leave,100,Asian: Bangladeshi,100,No qualification,28,A-level etc,22.0,Married/Civil partner,94,,,Local authority rent,27,"3 or more adults, 1–2 children, incl. at least one couple",26,Couple with 3 or more children,22.0,,,Owned with mortgage,24.0,"This group is comprised almost entirely of married Bangladeshi women, many with no formal qualifications. They often live in large, multi-generational households, with a notable proportion renting from the local authority."
E09000030,Tower Hamlets,On leave,4,Indian Homeowning Nuclear Families,1094,76,49.2,2.7,Female,99,On leave,100,Asian: Indian,74,Degree,25,A-level etc,24.0,Married/Civil partner,92,,,Owned with mortgage,41,Couple with 2 children,32,Couple with 3 or more children,14.0,,,Owned outright,33.0,"This is the smallest cluster, primarily consisting of married Indian women with good qualifications. They are overwhelmingly homeowners and tend to live in nuclear family households with two or more children."
E09000030,Tower Hamlets,On leave,5,Diverse Young Professional Renters,1256,68,45.4,2.8,Female,94,On leave,100,Black: African,35,Degree,26,Other higher degree,26.0,Married/Civil partner,54,,,Local authority rent,28,Couple with 3 or more children,19,"1 adult, 2 or more children",18.0,Mixed: White and Black Caribbean,13.0,Owned with mortgage,26.0,"This is the youngest and most ethnically diverse group, with a notable Black African presence and the highest proportion of higher degrees. They have the lowest marriage rate and a significant number live in social housing, including single-parent households with multiple children."
E09000030,Tower Hamlets,Retired,1,Older Black Caribbean Renters,748,120,80.1,3.4,Female,60,Retired,100,Black: Caribbean,56,Other qualification,22,No qualification,20.0,Married/Civil partner,30,Divorced/dissolved civil partner,22.0,Owned outright,38,"1 female, age 60+, no children",31,"Couple 1 or more over pensionable age, no children",19.0,,,Housing association rented,22.0,"This cluster consists primarily of older Black Caribbean women, many of whom are divorced or single. They show a mix of housing tenure, including outright ownership and housing association rentals, and tend to have lower educational qualifications."
E09000030,Tower Hamlets,Retired,2,Older White British Widows,7890,2590,80.0,3.1,Female,100,Retired,100,White: British/English/Scottish/Welsh/N. Irish,97,No qualification,28,GCSE etc,17.0,Married/Civil partner,49,Widowed/surviving civil partner,28.0,Owned outright,74,"Couple 1 or more over pensionable age, no children",44,"1 female, age 60+, no children",40.0,,,,,"This is the largest cluster, composed almost entirely of older White British women, many of whom are widowed. They predominantly own their homes outright and tend to have lower educational attainment."
E09000030,Tower Hamlets,Retired,3,Married Indian Homeowners,2334,263,77.5,3.5,Female,52,Retired,100,Asian: Indian,50,No qualification,29,Degree,27.0,Married/Civil partner,70,,,Owned outright,64,"Couple 1 or more over pensionable age, no children",37,"3 or more adults, no children, incl. at least one couple",21.0,,,,,"This cluster is characterized by a significant proportion of Asian Indian individuals, with a high rate of being married or in a civil partnership. They are the youngest group on average and often live in multi-adult households, predominantly owning their homes outright."
E09000030,Tower Hamlets,Retired,4,Educated White British Husbands,3885,1779,77.6,2.8,Male,100,Retired,100,White: British/English/Scottish/Welsh/N. Irish,98,Degree,31,A-level etc,20.0,Married/Civil partner,81,,,Owned outright,86,"Couple 1 or more over pensionable age, no children",68,,,,,,,"This cluster is exclusively composed of White British men, who are highly educated and predominantly married. They exhibit the best health outcomes among the retired groups and have the highest rate of outright home ownership, often living in couple households."
E09000030,Tower Hamlets,Retired,5,Elderly Single White Renters,3118,513,85.1,3.7,Male,100,Retired,100,White: British/English/Scottish/Welsh/N. Irish,98,No qualification,44,Other qualification,18.0,Widowed/surviving civil partner,34,Married/Civil partner,25.0,Owned outright,48,"1 male, aged 65+, no children",66,,,,,Local authority rent,20.0,"This is the oldest cluster, consisting entirely of White British men, many of whom are widowed and live alone. They report the poorest health and lowest educational attainment, with a notable proportion renting from the local authority in addition to outright ownership."
E09000030,Tower Hamlets,Student / training,1,Young White British Homeowners,3617,458,24.0,2.2,Female,50,Student / training,100,White: British/English/Scottish/Welsh/N. Irish,97,GCSE etc,55,,,Never married,100,,,Owned with mortgage,57,"3 or more adults, 1–2 children, incl. at least one couple",27,Couple with 2 children,19.0,,,,,"This cluster represents the youngest White British individuals, predominantly never married, who are training or studying. They have the highest rate of mortgage ownership and often live in households with multiple adults and children, suggesting young families or multi-generational living."
E09000030,Tower Hamlets,Student / training,2,Pakistani Asian Multi-Generational Families,2489,137,26.1,2.3,Female,55,Student / training,100,Asian: Pakistani,100,A-level etc,45,GCSE etc,33.0,Never married,98,,,Owned with mortgage,44,"3 or more adults, 1–2 children, incl. at least one couple",34,Couple with 3 or more children,17.0,,,Owned outright,36.0,"Comprising exclusively Pakistani Asian individuals, this cluster shows a strong tendency towards outright home ownership and larger family structures, including couples with three or more children. They are primarily never married and engaged in student or training activities."
E09000030,Tower Hamlets,Student / training,3,Older White British Trainees,4611,506,30.3,2.3,Female,59,Student / training,100,White: British/English/Scottish/Welsh/N. Irish,97,A-level etc,60,,,Never married,85,,,Owned with mortgage,46,"3 or more adults, no children, incl. at least one couple",30,"3 or more adults, 1–2 children, incl. at least one couple",24.0,,,Owned outright,23.0,"This is the oldest cluster, primarily White British, with the highest proportion holding A-level qualifications. While still largely never married, they have the lowest rate in this group, indicating a slightly more established demographic, often living in multi-adult households with or without children."
E09000030,Tower Hamlets,Student / training,4,Mixed Asian Extended Families,3560,211,26.1,2.2,Female,55,Student / training,100,Asian: Indian,46,A-level etc,41,GCSE etc,39.0,Never married,96,,,Owned with mortgage,43,"3 or more adults, 1–2 children, incl. at least one couple",38,"3 or more adults, no children, incl. at least one couple",15.0,Asian: Bangladeshi,32.0,Owned outright,28.0,"This cluster is characterized by a significant mix of Indian and Bangladeshi Asian individuals, many living in large multi-adult households with children. They are predominantly never married and are engaged in student or training activities, with a notable proportion owning their homes."
E09000030,Tower Hamlets,Student / training,5,Black African Caribbean Renters,2825,172,28.4,2.3,Female,64,Student / training,100,Black: African,35,A-level etc,44,GCSE etc,30.0,Never married,97,,,Owned with mortgage,31,"3 or more adults, 1–2 children, incl. at least one couple",24,"2 adults, not a couple, 1 or more children",11.0,Black: Caribbean,19.0,Local authority rent,22.0,"This cluster stands out with its majority Black African and Caribbean population and the highest proportion of females. They have the highest rate of local authority renting and lower mortgage ownership compared to other groups, often living in diverse multi-adult households with children."
